Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PS100,100 Peck Seah Street  #07-02 ,41,Strata,1463473,35694,3316,16-MAR-2012,Retail,99 Yrs From 13/04/2011,New Sale,02,07,079333,Central Region,Outram
HIGH STREET CENTRE,1 North Bridge Road  #01-45 ,38,Strata,678000,17842,1658,15-MAR-2012,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #01-44 ,25,Strata,480000,19200,1784,14-MAR-2012,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
MAYSPRINGS,2 Petir Road  #01-15 ,82,Strata,730000,8902,827,12-MAR-2012,Retail,99 Yrs From 01/12/1994,Resale,23,67,678265,West Region,Bukit Panjang
FORTUNE CENTRE,190 Middle Road  #02-18 ,50,Strata,1068000,21360,1984,09-MAR-2012,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
FOOK HAI BUILDING,150 South Bridge Road  #B1-27A ,1,Strata,8000,8000,743,08-MAR-2012,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-81 ,52,Strata,650000,12500,1161,08-MAR-2012,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
FURAMA CITY CENTRE SINGAPORE,60 Eu Tong Sen Street  #01-20 ,19,Strata,280000,14737,1369,08-MAR-2012,Retail,99 Yrs From 19/10/1979,Resale,01,05,059804,Central Region,Outram
BYLANDS BUILDING,135 Middle Road  #02-28 ,17,Strata,250000,14706,1366,08-MAR-2012,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #03-57 ,25,Strata,731500,29260,2718,07-MAR-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-61 ,37,Strata,2400000,64865,6026,02-MAR-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #02-27 ,29,Strata,430000,14828,1378,02-MAR-2012,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #04-37 ,29,Strata,1200000,41379,3844,02-MAR-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #02-100 ,28,Strata,900000,32143,2986,29-FEB-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
GOLDEN MILE TOWER,6001 Beach Road  #01-47 ,69,Strata,1000000,14493,1346,29-FEB-2012,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
PEOPLE'S PARK COMPLEX,1 Park Road  #02-57 ,19,Strata,550000,28947,2689,29-FEB-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
THE GOLDEN LANDMARK,390 Victoria Street  #02-57 ,29,Strata,568000,19586,1820,27-FEB-2012,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
THE TROPICA,59 Tampines Avenue 1  #01-01 ,18,Strata,248800,13822,1284,27-FEB-2012,Retail,99 Yrs From 04/12/1996,Resale,18,52,529775,East Region,Tampines
THE TROPICA,59 Tampines Avenue 1  #01-02 ,18,Strata,248800,13822,1284,27-FEB-2012,Retail,99 Yrs From 04/12/1996,Resale,18,52,529775,East Region,Tampines
CONCORDE HOTEL AND SHOPPING MALL,100 Orchard Road  #02-33 ,30,Strata,1150000,38333,3561,24-FEB-2012,Retail,99 Yrs From 17/08/1979,Resale,09,23,238840,Central Region,Orchard
ORCHARD PLAZA,150 Orchard Road  #01-08 ,14,Strata,880000,62857,5840,24-FEB-2012,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
ORCHARD PLAZA,150 Orchard Road  #02-61 ,11,Strata,360000,32727,3040,24-FEB-2012,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
FOOK HAI BUILDING,150 South Bridge Road  #03-05 ,18,Strata,180000,10000,929,23-FEB-2012,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-09A ,19,Strata,680000,35789,3325,21-FEB-2012,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SIM LIM SQUARE,1 Rochor Canal Road  #04-66 ,37,Strata,2960000,80000,7432,17-FEB-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-42 ,27,Strata,1390000,51481,4783,17-FEB-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
WOODGROVE CONDOMINIUM,4 Woodgrove Drive  #01-63 ,26,Strata,280000,10769,1000,17-FEB-2012,Retail,99 Yrs From 17/05/1997,Resale,25,73,738208,North Region,Woodlands
WOODGROVE CONDOMINIUM,4 Woodgrove Drive  #01-64 ,26,Strata,280000,10769,1000,17-FEB-2012,Retail,99 Yrs From 17/05/1997,Resale,25,73,738208,North Region,Woodlands
THE BENCOOLEN,180 Bencoolen Street  #01-87 ,14,Strata,780000,55714,5176,16-FEB-2012,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #05-31/50 ,52,Strata,2804480,53932,5010,14-FEB-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #02-69 ,29,Strata,700000,24138,2242,10-FEB-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
HIGH STREET CENTRE,1 North Bridge Road  #02-11/28 ,58,Strata,795000,13707,1273,06-FEB-2012,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
COSTA RHU,7 Rhu Cross  #01-02 ,60,Strata,918000,15300,1421,27-JAN-2012,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-55 ,70,Strata,1038000,14829,1378,20-JAN-2012,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PARKLANE SHOPPING MALL,35 Selegie Road  #04-05 ,39,Strata,557000,14282,1327,20-JAN-2012,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
THE GOLDEN LANDMARK,390 Victoria Street  #02-21 ,28,Strata,350000,12500,1161,20-JAN-2012,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #03-27 ,38,Strata,909500,23934,2224,17-JAN-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEK CHUAN BUILDING,116 Lavender Street  #02-04 ,122,Strata,1000000,8197,761,17-JAN-2012,Retail,99 Yrs From 02/05/1978,Resale,12,33,338730,Central Region,Kallang
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-61 ,28,Strata,350000,12500,1161,16-JAN-2012,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
SULTAN PLAZA,100 Jalan Sultan  #02-21 ,45,Strata,450000,10000,929,13-JAN-2012,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
N.A.,36 Armenian Street  #01-06 ,64,Strata,1931000,30172,2803,12-JAN-2012,Retail,99 Yrs From 21/09/2007,Resale,06,17,179934,Central Region,Museum
N.A.,36 Armenian Street  #02-06 ,91,Strata,2254000,24769,2301,12-JAN-2012,Retail,99 Yrs From 21/09/2007,Resale,06,17,179934,Central Region,Museum
SIM LIM SQUARE,1 Rochor Canal Road  #05-69 ,18,Strata,847440,47080,4374,11-JAN-2012,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THOMSON PLAZA,301 Upper Thomson Road  #03-10 ,84,Strata,2230000,26548,2466,05-JAN-2012,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
PEOPLE'S PARK COMPLEX,1 Park Road  #03-24 ,29,Strata,600000,20690,1922,04-JAN-2012,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-37 ,51,Strata,800000,15686,1457,29-DEC-2011,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
ONE-NORTH RESIDENCES,7 One-North Gateway  #01-14 ,27,Strata,580000,21481,1996,28-DEC-2011,Retail,99 Yrs From 15/09/2005,Resale,05,13,138642,Central Region,Queenstown
SULTAN PLAZA,100 Jalan Sultan  #05-42 ,30,Strata,290700,9690,900,28-DEC-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-51/52/53 ,137,Strata,1630000,11898,1105,27-DEC-2011,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
FORTUNE CENTRE,190 Middle Road  #01-17 ,21,Strata,670000,31905,2964,27-DEC-2011,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
HOUGANG GREEN SHOPPING MALL,21 Hougang Street 51  #01-10 ,37,Strata,1090000,29459,2737,20-DEC-2011,Retail,99 Yrs From 01/12/1994,Resale,19,53,538719,North East Region,Hougang
FORTUNE CENTRE,190 Middle Road  #02-15 ,38,Strata,750000,19737,1834,19-DEC-2011,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #04-80 ,25,Strata,830000,33200,3084,15-DEC-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #02-20 ,43,Strata,800000,18605,1728,09-DEC-2011,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #04-16 ,164,Strata,1400000,8537,793,09-DEC-2011,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-60 ,32,Strata,1250000,39063,3629,06-DEC-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FORTUNE CENTRE,190 Middle Road  #04-18 ,26,Strata,386000,14846,1379,05-DEC-2011,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-39 ,31,Strata,500000,16129,1498,05-DEC-2011,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #B1-46 ,33,Strata,650000,19697,1830,05-DEC-2011,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
MAYSPRINGS,2 Petir Road  #01-16 ,44,Strata,360000,8182,760,01-DEC-2011,Retail,99 Yrs From 01/12/1994,Resale,23,67,678265,West Region,Bukit Panjang
SULTAN PLAZA,100 Jalan Sultan  #01-27 ,62,Strata,1200000,19355,1798,01-DEC-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-04 ,44,Strata,1200000,27273,2534,28-NOV-2011,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #02-75B ,95,Strata,3228000,33979,3157,28-NOV-2011,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #03-47 ,29,Strata,1200000,41379,3844,28-NOV-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
HIGH STREET CENTRE,1 North Bridge Road  #02-03 ,32,Strata,350000,10938,1016,24-NOV-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #02-18 ,38,Strata,350300,9218,856,24-NOV-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #01-78A ,12,Strata,460000,38333,3561,24-NOV-2011,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
HIGH STREET CENTRE,1 North Bridge Road  #02-01 ,26,Strata,350000,13462,1251,24-NOV-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SIM LIM SQUARE,1 Rochor Canal Road  #04-61 ,37,Strata,2150000,58108,5398,24-NOV-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
HIGH STREET CENTRE,1 North Bridge Road  #02-19 ,27,Strata,350000,12963,1204,24-NOV-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
SIM LIM SQUARE,1 Rochor Canal Road  #04-37 ,29,Strata,1000000,34483,3204,24-NOV-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #04-07 ,14,Strata,152505,10893,1012,22-NOV-2011,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #02-25 ,39,Strata,570000,14615,1358,22-NOV-2011,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #03-71 ,20,Strata,470000,23500,2183,18-NOV-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
BURLINGTON SQUARE,175 Bencoolen Street  #01-04 ,25,Strata,999998,40000,3716,18-NOV-2011,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
ORCHARD PLAZA,150 Orchard Road  #03-50 ,34,Strata,1022000,30059,2793,18-NOV-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
SULTAN PLAZA,100 Jalan Sultan  #01-08 ,107,Strata,2000000,18692,1736,18-NOV-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
PEARLS CENTRE,100 Eu Tong Sen Street  #02-34 ,51,Strata,600000,11765,1093,17-NOV-2011,Retail,99 Yrs From 15/10/1969,Resale,01,05,059812,Central Region,Outram
COSTA RHU,7 Rhu Cross  #B1-02 ,60,Strata,680000,11333,1053,15-NOV-2011,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
COSTA RHU,7 Rhu Cross  #B1-01 ,167,Strata,1800000,10778,1001,15-NOV-2011,Retail,99 Yrs From 30/05/1994,Resale,15,43,437435,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #03-04 ,28,Strata,460000,16429,1526,11-NOV-2011,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
PEARLS CENTRE,100 Eu Tong Sen Street  #01-32 ,22,Strata,590000,26818,2491,11-NOV-2011,Retail,99 Yrs From 15/10/1969,Resale,01,05,059812,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #03-54 ,25,Strata,700000,28000,2601,11-NOV-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THE GOLDEN LANDMARK,390 Victoria Street  #01-14 ,28,Strata,380000,13571,1261,11-NOV-2011,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #02-26 ,19,Strata,339000,17842,1658,03-NOV-2011,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #02-28 ,35,Strata,535500,15300,1421,02-NOV-2011,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #02-07 ,58,Strata,1430000,24655,2291,02-NOV-2011,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SULTAN PLAZA,100 Jalan Sultan  #02-03 ,64,Strata,660000,10313,958,02-NOV-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #04-02 ,25,Strata,1200000,48000,4459,24-OCT-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #03-26 ,24,Strata,362000,15083,1401,20-OCT-2011,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,1 Park Road  #01-22 ,45,Strata,3218000,71511,6644,20-OCT-2011,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
ONE-NORTH RESIDENCES,7 One-North Gateway  #01-17 ,72,Strata,1920000,26667,2477,18-OCT-2011,Retail,99 Yrs From 15/09/2005,Resale,05,13,138642,Central Region,Queenstown
ORCHARD PLAZA,150 Orchard Road  #01-65 ,18,Strata,1050000,58333,5419,14-OCT-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
SIM LIM SQUARE,1 Rochor Canal Road  #02-64/82/83 ,94,Strata,8200000,87234,8104,13-OCT-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
PEOPLE'S PARK COMPLEX,1 Park Road  #03-19 ,39,Strata,718000,18410,1710,13-OCT-2011,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
SULTAN PLAZA,100 Jalan Sultan  #05-43 ,17,Strata,179340,10549,980,06-OCT-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
ORCHARD PLAZA,150 Orchard Road  #01-46 ,19,Strata,880000,46316,4303,03-OCT-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
WATERFRONT ISLE,732 Bedok Reservoir Road  #B1-11 ,73,Strata,1180000,16164,1502,30-SEP-2011,Retail,99 Yrs From 26/11/2009,New Sale,16,47,479262,East Region,Bedok
PEOPLE'S PARK COMPLEX,1 Park Road  #02-62 ,29,Strata,590000,20345,1890,29-SEP-2011,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-12/14 ,232,Strata,2820000,12155,1129,29-SEP-2011,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
MIDLINK PLAZA,122 Middle Road  #01-08 ,32,Strata,644362,20136,1871,28-SEP-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
MIDLINK PLAZA,122 Middle Road  #02-03/04/05/ ETC ,273,Strata,5111525,18724,1739,28-SEP-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
MIDLINK PLAZA,122 Middle Road  #01-10 ,24,Strata,473978,19749,1835,28-SEP-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
MIDLINK PLAZA,122 Middle Road  #01-01 ,47,Strata,935564,19906,1849,28-SEP-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
MIDLINK PLAZA,122 Middle Road  #01-02 ,27,Strata,543680,20136,1871,28-SEP-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
MIDLINK PLAZA,122 Middle Road  #01-06/07/11/12 ,95,Strata,1860285,19582,1819,28-SEP-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188973,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-61/79 ,58,Strata,4300000,74138,6888,27-SEP-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
HIGH STREET CENTRE,1 North Bridge Road  #01-45 ,38,Strata,449990,11842,1100,26-SEP-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #01-44 ,25,Strata,295900,11836,1100,26-SEP-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
HIGH STREET CENTRE,1 North Bridge Road  #01-21 ,25,Strata,295900,11836,1100,26-SEP-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
ORCHARD PLAZA,150 Orchard Road  #02-55 ,19,Strata,600000,31579,2934,24-SEP-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
BURLINGTON SQUARE,175 Bencoolen Street  #01-55 ,38,Strata,1400000,36842,3423,20-SEP-2011,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
GOLDEN MILE TOWER,6001 Beach Road  #B1-56 ,27,Strata,250000,9259,860,20-SEP-2011,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
GOLDEN MILE TOWER,6001 Beach Road  #B1-55 ,27,Strata,250000,9259,860,20-SEP-2011,Retail,99 Yrs From 09/06/1969,Resale,07,19,199589,Central Region,Kallang
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #04-41 ,38,Strata,368100,9687,900,14-SEP-2011,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
SQUARE 2,10 Sinaran Drive  #10-32 ,64,Strata,2070000,32344,3005,09-SEP-2011,Retail,99 Yrs From 28/08/2002,Resale,11,30,307506,Central Region,Novena
ORCHARD PLAZA,150 Orchard Road  #02-07 ,32,Strata,720000,22500,2090,09-SEP-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
THOMSON PLAZA,301 Upper Thomson Road  #01-09 ,25,Strata,820000,32800,3047,07-SEP-2011,Retail,99 Yrs From 15/10/1976,Resale,20,57,574408,Central Region,Bishan
SULTAN PLAZA,100 Jalan Sultan  #05-30 ,17,Strata,195000,11471,1066,06-SEP-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-59 ,23,Strata,590000,25652,2383,06-SEP-2011,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-47 ,143,Strata,2288800,16006,1487,02-SEP-2011,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-05 ,52,Strata,830000,15962,1483,02-SEP-2011,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #01-09 ,31,Strata,1930000,62258,5784,02-SEP-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
HILLVIEW REGENCY,26 Bukit Batok East Avenue 2  #02-03 ,13,Strata,250000,19231,1787,01-SEP-2011,Retail,99 Yrs From 20/06/2000,Resale,23,65,659920,West Region,Bukit Batok
GSM BUILDING,141 Middle Road  #02-00 ETC ,324,Strata,3500000,10802,1004,01-SEP-2011,Retail,99 Yrs From 02/05/1978,Resale,07,18,188976,Central Region,Rochor
AQUARIUS BY THE PARK,1 Bedok Reservoir View  #01-05 ,34,Strata,525000,15441,1435,01-SEP-2011,Retail,99 Yrs From 12/06/1996,Resale,16,47,478926,East Region,Bedok
FOOK HAI BUILDING,150 South Bridge Road  #01-19 ,38,Strata,510000,13421,1247,29-AUG-2011,Retail,99 Yrs From 18/01/1972,Resale,01,05,058727,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #03-06 ,38,Strata,830000,21842,2029,29-AUG-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-09A ,19,Strata,543000,28579,2655,24-AUG-2011,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
PEOPLE'S PARK COMPLEX,1 Park Road  #02-57 ,19,Strata,410000,21579,2005,23-AUG-2011,Retail,99 Yrs From 25/03/1968,Resale,01,05,059108,Central Region,Outram
FU LU SHOU COMPLEX,149 Rochor Road  #02-39 ,23,Strata,730000,31739,2949,19-AUG-2011,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
HIGH STREET CENTRE,1 North Bridge Road  #01-38 ,45,Strata,750000,16667,1548,19-AUG-2011,Retail,99 Yrs From 02/06/1969,Resale,06,17,179094,Central Region,Downtown Core
PEARLS CENTRE,100 Eu Tong Sen Street  #02-21 ,129,Strata,1420000,11008,1023,18-AUG-2011,Retail,99 Yrs From 15/10/1969,Resale,01,05,059812,Central Region,Outram
SIM LIM SQUARE,1 Rochor Canal Road  #04-29/52 ,72,Strata,3530000,49028,4555,18-AUG-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #01-22 ,13,Strata,210000,16154,1501,16-AUG-2011,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-20 ,34,Strata,935000,27500,2555,15-AUG-2011,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
ORCHID HOTEL,1 Tras Link  #02-06 ,48,Strata,1121000,23354,2170,12-AUG-2011,Retail,99 Yrs From 02/10/2007,New Sale,02,07,078867,Central Region,Outram
TEXTILE CENTRE,200 Jalan Sultan  #04-18 ,29,Strata,328000,11310,1051,11-AUG-2011,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
BYLANDS BUILDING,135 Middle Road  #02-19 ,20,Strata,264000,13200,1226,11-AUG-2011,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
PEOPLE'S PARK CENTRE,101 Upper Cross Street  #03-45 ,47,Strata,838000,17830,1656,10-AUG-2011,Retail,99 Yrs From 02/06/1970,Resale,01,05,058357,Central Region,Outram
PENINSULA EXCELSIOR HOTEL,5 Coleman Street  #02-16 ,45,Strata,620000,13778,1280,10-AUG-2011,Retail,99 Yrs From 17/08/1979,Resale,06,17,179805,Central Region,Downtown Core
THE RIVERSIDE PIAZZA,11 Keng Cheow Street  #01-08 ,58,Strata,1050000,18103,1682,10-AUG-2011,Retail,99 Yrs From 02/10/1992,Resale,01,05,059608,Central Region,Singapore River
SIM LIM SQUARE,1 Rochor Canal Road  #04-02C ,25,Strata,1000000,40000,3716,08-AUG-2011,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
OASIA HOTEL,8 Sinaran Drive  #05-11 ,76,Strata,3255640,42837,3980,03-AUG-2011,Retail,99 Yrs From 23/04/2007,New Sale,11,30,307470,Central Region,Novena
ORCHARD PLAZA,150 Orchard Road  #03-67 ,18,Strata,540000,30000,2787,01-AUG-2011,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
